,id,created_at,text
1276,1130546175558471680,2019-05-20 18:49:47,b'@cuorealfa1 Hi Benny. Please fill out the following form to report an unauthorized charge on your payment account:\xe2\x80\xa6 https://t.co/ydxerX7BdT'
1277,1130546150363344896,2019-05-20 18:49:41,b'@potter_pub Hi Michael. Please visit this Page to secure your account: https://t.co/69kMaqDkYS. -KN'
1278,1130546130511630338,2019-05-20 18:49:36,b'@MikeyDOttawa Hi Mike. You can reach out to the Facebook Business Page regarding your ad account: https://t.co/ucC8eXqvwu. -KN'
1279,1130546112362889216,2019-05-20 18:49:32,"b""@anittamutuku Hi Anitta. If you can't reset your Facebook password because you can't access the email on the accoun\xe2\x80\xa6 https://t.co/QEdljre4QQ"""
1280,1130546077856350209,2019-05-20 18:49:24,"b'@Sarah69711575 Hi Sarah. If you believe your account has been hacked, we can help you secure it. Find out more in o\xe2\x80\xa6 https://t.co/TpSi2C8mqE'"
1281,1130546035259002882,2019-05-20 18:49:13,"b""@stardust_junkie Hi Chloe. Reports from people on Facebook help us identify and fix problems when something's not w\xe2\x80\xa6 https://t.co/YKaT9CUhIt"""
1282,1129429027620569093,2019-05-17 16:50:38,"b'@Friday_Hikes Hi there. You can try running your website through the Facebook Debugger, which was built to help ide\xe2\x80\xa6 https://t.co/56LVD0dj6Z'"
1283,1129428968233459717,2019-05-17 16:50:24,"b'@divyarbehera Thanks for reaching out, Divyaranjan. Please have your friend visit this Page to secure their account\xe2\x80\xa6 https://t.co/Bbo7Nn1uM9'"
1284,1129428941314416643,2019-05-17 16:50:18,b'@lsharp97 Hi there. You can learn how to turn notifications for Memories off and control which Memories you see in\xe2\x80\xa6 https://t.co/0FgSrs0vMf'
1285,1129428877422596097,2019-05-17 16:50:02,"b'@EllieDunstan3 Hi Ellie. If you think your acount has been hacked, learn more about the next steps you can take her\xe2\x80\xa6 https://t.co/DzWhno3rBF'"
1286,1129428847009718272,2019-05-17 16:49:55,"b""@tanvisood2 Hi Tanvi. If you're having trouble logging into your Facebook account, here are some things you can try\xe2\x80\xa6 https://t.co/frmg5mSWfD"""
1287,1129428791472861186,2019-05-17 16:49:42,"b""@DialexG91 Hi Diego. We first recommend using a different web browser. If Facebook still isn't loading properly, le\xe2\x80\xa6 https://t.co/ekSvKEeVMt"""
1288,1129104388973375489,2019-05-16 19:20:38,"b'@KamalMustafaPak Happy Faceversary, Kamal! Thanks for being a part of our community. -KN'"
1289,1129104339153358848,2019-05-16 19:20:26,"b""@IsMiseCait Hi Cait. Reports from people on Facebook help us identify and fix problems when something's not working\xe2\x80\xa6 https://t.co/OWPtOpBMqQ"""
1290,1129104215131996161,2019-05-16 19:19:57,b'@Saumyakul Hi Saumya. You can reach out to the Facebook Business Page regarding the charges on your ad account here\xe2\x80\xa6 https://t.co/G1GBUugKB6'
1291,1129104199894163456,2019-05-16 19:19:53,"b'@tonycro1 Hi there. If you think your account has been hacked, please secure it here: https://t.co/F96X5zE5On. -KN'"
1292,1129104131099172864,2019-05-16 19:19:37,"b""@stephenemm We're sorry to hear about this, Stephen. You can learn how to request the memorialization of a deceased\xe2\x80\xa6 https://t.co/gGgjLXJKqi"""
1293,1129087603763027968,2019-05-16 18:13:56,b'@MalikNadarAliK1 Hi Malik. You can first try using a different browser or updating to the latest version of the app\xe2\x80\xa6 https://t.co/P7azf5qD2i'
1294,1129051366159204352,2019-05-16 15:49:57,b'@Nashville_Todd Hi there. You can reach out to the Facebook Business Page regarding your Page here: https://t.co/oDqEGvPhsy. -KN'
1295,1129051345552588800,2019-05-16 15:49:52,b'@The_livinproof Hi there. Please fill out this form to report the unauthorized charge on your account: https://t.co/pxG9GMpXR4. -KN'
1296,1128741555752382464,2019-05-15 19:18:52,b'RT @fbnewsroom: Facebook Joins Other Tech Companies to Support the Christchurch Call to Action https://t.co/OTLWcJaEGQ'
1297,1128736223844028417,2019-05-15 18:57:41,"b""@AmyCrabb4 Hi Amy. We first recommend updating to the newest version of the Messenger app. If it's still not loadin\xe2\x80\xa6 https://t.co/byRDM91wK0"""
1298,1128734786124701696,2019-05-15 18:51:58,"b""@GoutamRajakGR Thanks for reaching out, Goutam. You can learn how to report what you're experiencing on Facebook Li\xe2\x80\xa6 https://t.co/QrwsOPboqm"""
1299,1128734661071581190,2019-05-15 18:51:28,b'@AadilGhani2 Hi there. Please visit this Page to secure your Facebook account: https://t.co/iA87kFPsSM. -KN'
1300,1128734217347764224,2019-05-15 18:49:42,"b""@CourtneyMims We're glad we can remind you of your memories! -KN"""
1301,1128734127975489537,2019-05-15 18:49:21,b'@coach_tac Thanks for sharing! -KN'
1302,1128734069947281408,2019-05-15 18:49:07,b'@lessofapril Hi April. Learn how to change the privacy of your photo albums here: https://t.co/s2QkNQmq5g.  -KN'
1303,1128637519367684096,2019-05-15 12:25:28,b'RT @fbnewsroom: Protecting Facebook Live from Abuse and Investing in Manipulated Media Research https://t.co/ubnt5TDfUc'
1304,1128477933394378752,2019-05-15 01:51:20,"b""Tomorrow in NYC, we're hosting our Global Safety &amp; Well-Being Summit, where we'll be joined by over 120 experts fro\xe2\x80\xa6 https://t.co/b7OxABrlMp"""
1305,1128433024897560576,2019-05-14 22:52:53,"b""@ajitakki Hi there. If your wife can't reset her Facebook password because she can't access the mobile number on he\xe2\x80\xa6 https://t.co/A7ZXifChXR"""
1306,1128432842076069890,2019-05-14 22:52:09,"b'@lil_Unser92707 Hi Ashley. If you believe your account has been hacked, we can help you secure it. Learn more in ou\xe2\x80\xa6 https://t.co/lmkFgQYOea'"
1307,1128429706469093377,2019-05-14 22:39:41,b'@NotAndrewXVI Hi there. We first recommend updating to the latest version of the Pages Manager app or using a diffe\xe2\x80\xa6 https://t.co/q94PXcdSZg'
1308,1128428228371202049,2019-05-14 22:33:49,b'@JuveJe Hi there. Please visit this Page to secure your account: https://t.co/dgwjGcpwpt. -KN'
1309,1128428003782995969,2019-05-14 22:32:55,"b'@JamesP89560111 Thanks for reaching out, James. You can learn about common scams on Facebook here:\xe2\x80\xa6 https://t.co/C8h2AW28Kv'"
1310,1128427768050540545,2019-05-14 22:31:59,"b""@popyfm Hi Pedro. You can learn how to report what you're experiencing when you try to chat on Facebook here: https://t.co/ar2Ux2ueUK. -KN"""
1311,1128427328445517824,2019-05-14 22:30:14,"b'@Hayleystevens Hi Hayley. Your friend can try running their website through the Facebook Debugger, which was built\xe2\x80\xa6 https://t.co/tr7vuJNuve'"
1312,1128333811245359104,2019-05-14 16:18:38,"b""Today, we're making it easier for people to manage their publicly visible information on Facebook with two updates:\xe2\x80\xa6 https://t.co/FV7HQIRzsS"""
1313,1128072313008742400,2019-05-13 22:59:32,"b""@vinzee4 Hi Vineeth. If you can't reset your Facebook password because you can't access the email on your account,\xe2\x80\xa6 https://t.co/4VtEbeJOar"""
1314,1128069570265268224,2019-05-13 22:48:38,"b'@mudasirfarooq8 Hi Mudasir. If you believe your Page has been hacked, learn more about the next steps you can take\xe2\x80\xa6 https://t.co/DNMAFjE9gx'"
1315,1128069466514972672,2019-05-13 22:48:13,"b""@324_1062 Hi Esther. If you're looking for help with your Facebook account, you can always visit our Help Center:\xe2\x80\xa6 https://t.co/SrKSSrcfD1"""
1316,1128068383587622919,2019-05-13 22:43:55,"b'@RussoOksana Happy Faceversary, Russo! Thanks for being a part of our community. -KN'"
1317,1128068163801948160,2019-05-13 22:43:03,"b'@ZikhonaTshona Hi there. If you believe your account has been hacked, please secure it here: https://t.co/pIaqUvldsD. -KN'"
1318,1127979518801719296,2019-05-13 16:50:48,b'RT @business: Facebook raises pay for thousands of contract workers https://t.co/1OA5aopfGr'
1319,1127977657646194688,2019-05-13 16:43:25,b'\xf0\x9f\x92\x99 \xf0\x9f\x90\xb6\xf0\x9f\x8e\xb9\xf0\x9f\x8e\xbc\xf0\x9f\x8e\xa4\xf0\x9f\x92\x99 https://t.co/eluz59xrRE'
1320,1127564185058140160,2019-05-12 13:20:25,"b""Happy Mother's Day, from all of us at Facebook. https://t.co/6nykhRMvys"""
1321,1126984326669844480,2019-05-10 22:56:16,b'@jacobryan1992 Hi Jacob. Please visit this Page to secure your account: https://t.co/8nAG4KDsaA. -KN'
1322,1126984006522888194,2019-05-10 22:55:00,"b'@Jaziybabe Thanks for asking, Jazmin. From a computer, you can unmute a story by going to the Stories section in th\xe2\x80\xa6 https://t.co/ZoCR2fVArL'"
1323,1126983017342341125,2019-05-10 22:51:04,b'@pinoynavi Hi there. We first recommend updating to the latest version of the app. If Facebook is still not loading\xe2\x80\xa6 https://t.co/WAjSGZQ5su'
1324,1126981227876163584,2019-05-10 22:43:57,"b'@RPG_MasterCraft Hi there. If you think your account has been hacked or taken over by someone else, we can help you\xe2\x80\xa6 https://t.co/hoCFtCNTfq'"
1325,1126980861184958464,2019-05-10 22:42:30,"b""@cre8tivOne We're glad we can remind you of your memories, Lori! Thanks for sharing. -KN"""
1326,1126943967084519425,2019-05-10 20:15:54,"b'""In a long-shot hope of finding answers, King [...] opened Facebook and typed in Archer\xe2\x80\x99s mutated gene: RHOBTB2. A\xe2\x80\xa6 https://t.co/mBTpueZoyE'"
1327,1126943018156736514,2019-05-10 20:12:07,b'Huge thanks again to @mileycyrus and @marccohn for helping us kick off our #MoreTogether campaign in Memphis at the\xe2\x80\xa6 https://t.co/Ub7kM8sXtm'
1328,1126611180250857472,2019-05-09 22:13:31,"b""@Maekae3 Hi there. Reports from people on Facebook help us identify and fix problems when something's not working c\xe2\x80\xa6 https://t.co/usYxEd4iO3"""
1329,1126610776414916608,2019-05-09 22:11:55,b'@BikkusethVivek Hi there. Please visit this Page to secure your account: https://t.co/48pzRPWSAy. -KN'
1330,1126610615039070208,2019-05-09 22:11:16,"b'@juhani Thanks for reaching out, Juhani. You can share your feedback with the team through this form: https://t.co/mkQY8eZhmh. -KN'"
1331,1126610164507906048,2019-05-09 22:09:29,"b'@PulpwoodQueen Thanks for sharing, Kathy! -KN'"
1332,1126610090176462849,2019-05-09 22:09:11,"b'@samueljduchesne Hi Sam. You can learn how to report what you\'re experiencing with the ""Detailed Targeting"" section\xe2\x80\xa6 https://t.co/XFdiLh5KGn'"
1333,1126584422411771907,2019-05-09 20:27:11,"b""To celebrate the newest way to wish friends happy birthday on Facebook \xf0\x9f\x8e\x88\xf0\x9f\x8e\x82\xf0\x9f\x8e\x88  we're giving away free treats in bakeri\xe2\x80\xa6 https://t.co/lrYih87yD2"""
1334,1126512517541441536,2019-05-09 15:41:28,b'RT @fbnewsroom: Facebook Stories Sweetens Birthdays with a New Feature https://t.co/bFMMcHJibx'
1335,1126210932919689217,2019-05-08 19:43:05,"b""@katiecomando Hi Katie. Reports from people on Facebook help us identify and fix problems when something's not work\xe2\x80\xa6 https://t.co/7iJV3TFpBm"""
1336,1126210768192585729,2019-05-08 19:42:25,"b""@ChiefYatto Thanks for reaching out. Learn how to recover an old Facebook account that you can't log into in our He\xe2\x80\xa6 https://t.co/eggmqkKPtQ"""
1337,1126210459256930304,2019-05-08 19:41:12,"b""@not_rudyard Hi there. Please learn how to report what's happening when you try to schedule a video post on your Pa\xe2\x80\xa6 https://t.co/SssogoSROO"""
1338,1126210303199518725,2019-05-08 19:40:34,"b""@Antarabbaruah Hi Antara. You can reach out to the Facebook Business Page regarding your Page's ad here: https://t.co/jEWkhpq4ZM. -KN"""
1339,1126125693996294144,2019-05-08 14:04:22,b'RT @mashable: Now you can book appointments directly through Instagram and Facebook https://t.co/GSC2OkrgiM https://t.co/Bo79lJLqHZ'
1340,1125858876082069505,2019-05-07 20:24:08,"b""@c___d____ Hi Christina. We first recommend updating to the latest version of the app. If you're still unable to op\xe2\x80\xa6 https://t.co/gkVgcgT8VX"""
1341,1125858630832730114,2019-05-07 20:23:09,"b""@TruRyderblog Hi there. If you're having trouble logging into your Facebook account, here are some things you can t\xe2\x80\xa6 https://t.co/IRCutr6MCM"""
1342,1125858204796243969,2019-05-07 20:21:28,"b'@WamkelweGP Thanks for asking, Wamkelwe. You can find the date you joined Facebook, which is also known as your reg\xe2\x80\xa6 https://t.co/wPiR7mk0Xr'"
1343,1125857830626578433,2019-05-07 20:19:58,b'@officialholly21 Hi Holly. You can first try updating to the newest version of the Facebook app. If your News Feed\xe2\x80\xa6 https://t.co/Kavv8j3ccm'
1344,1125857605946093568,2019-05-07 20:19:05,"b'@ShaikhSuqlain Hi there. If you think your account has been hacked, please secure it here: https://t.co/xMqUuiM6A4. -KN'"
1345,1125793107008720898,2019-05-07 16:02:47,b'RT @FacebookWatch: Not a bad way to start the week! \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f Congrats to #RedTableTalk and #9MonthsWithCourtneyCox for their @CriticsChoice Real\xe2\x80\xa6'
1346,1125793065531260929,2019-05-07 16:02:37,"b'RT @fb_engineering: We have joined Google, Uber, and others as founding members of the Urban Computing Foundation. This provides a forum fo\xe2\x80\xa6'"
1347,1125517250830700554,2019-05-06 21:46:38,"b""@Christine_Ink Hi Christine. You can first try updating to the latest version of the app. If you're still unable to\xe2\x80\xa6 https://t.co/hHM7uiE6V9"""
1348,1125516765893672960,2019-05-06 21:44:42,"b""@deyloui_ Hi Luigi. If you're looking for help with your Facebook account, you can always visit our Help Center:\xe2\x80\xa6 https://t.co/yxvnJToIRT"""
1349,1125516508921323525,2019-05-06 21:43:41,b'@Novacharter Hi Aaron. We first recommend updating to the latest version of the Facebook app. If your News Feed sti\xe2\x80\xa6 https://t.co/StVXCNyOZ7'
1350,1125516379191435264,2019-05-06 21:43:10,"b""@bodaciousMikE We're sorry to hear about this situation, Mike. You can learn how to control what you see in Memorie\xe2\x80\xa6 https://t.co/1Zo9ZZ8bst"""
1351,1125516056041328640,2019-05-06 21:41:53,"b""@LaShaundreaB Thanks for sharing, LaShaundrea! We're glad we can remind you of your memories. -KN"""
1352,1125515283425300482,2019-05-06 21:38:49,"b'@Anshum071 Hi Anshum. If you don\'t recognize a location in the ""Where You\'re Logged In"" section of your account, le\xe2\x80\xa6 https://t.co/6Frt9mhQKt'"
1353,1125510720911810562,2019-05-06 21:20:41,b'@bakesbyjane Thanks for sharing! -KN'
1354,1125482311275954176,2019-05-06 19:27:48,b'RT @instagram: Time to celebrate #APAheritagemonth with Hawaiian artist Sean \xe2\x80\x9cHula\xe2\x80\x9d Yoro \xe2\x80\x94 who got his start by combining his two loves: su\xe2\x80\xa6'
1355,1124423750953459713,2019-05-03 21:21:27,"b""@StereffZackary Hi Zackary. We first recommend updating to the latest version of the app. If it's still not loading\xe2\x80\xa6 https://t.co/w8cfS4H8oa"""
1356,1124423153554477057,2019-05-03 21:19:05,b'@De_inn Hi there. Please visit this Page to secure your account: https://t.co/j46QvQys67. -KN'
1357,1124423090673524736,2019-05-03 21:18:50,"b""@davelunamedia Hi Dave. You can reach out to the Facebook Business Page regarding your Page's ad here: https://t.co/YP5pXL3fZR. -KN"""
1358,1124422755871543296,2019-05-03 21:17:30,"b""@nielsensarahm Hi Sarah. You can learn how to report what's happening when you try to invite others to like your Pa\xe2\x80\xa6 https://t.co/ECgK1PFpmi"""
1359,1124078554982027272,2019-05-02 22:29:46,"b""@jamesvertigan Hi James. Reports from people on Facebook help us identify and fix problems when something's not wor\xe2\x80\xa6 https://t.co/8qxQetm1lo"""
1360,1124078347200417799,2019-05-02 22:28:56,"b'@PRASANTHGEE1 Hi there. If you think your account has been hacked, we can help you secure it. Learn more in our Hel\xe2\x80\xa6 https://t.co/teULr6XwwB'"
1361,1124078230070288384,2019-05-02 22:28:29,"b""@miltonfreelance Hi Stephen. If you can't access the email or phone number on your account, here are some other way\xe2\x80\xa6 https://t.co/gNkRHqLIyc"""
1362,1124077803459289090,2019-05-02 22:26:47,b'@Baseus2 Hi there. Please reach out to the Facebook Business Page about promoting your ad here: https://t.co/oGmfXLnDjH. -KN'
1363,1124077042155302913,2019-05-02 22:23:45,b'@tweety89294 Hi there. Please visit this Page to secure your account: https://t.co/5GPN0pm3ak. -KN'
1364,1124076931069173760,2019-05-02 22:23:19,"b'@lawyermomIowa Thanks for asking, Donna. You can learn more about how to avoid scams on our platform here: https://t.co/QRNJq6i0R7. -KN'"
1365,1124076851012435968,2019-05-02 22:23:00,"b""@Aura_Willow Hi Aura. Please learn how to report what you're experiencing when you try to update your Page's cover\xe2\x80\xa6 https://t.co/PghQOBzRpx"""
1366,1123716831246790657,2019-05-01 22:32:24,b'@imRavinderJaat Hi Ravinder. Keep in mind that it can take several days for a new Page to start appearing in search\xe2\x80\xa6 https://t.co/VpRyfUNKlO'
1367,1123715803893911553,2019-05-01 22:28:19,b'@chafid_a Hi Chafid. Please have your friend visit this link to secure her account: https://t.co/PnFTKFw2dy. -KN'
1368,1123715053394567169,2019-05-01 22:25:21,b'@JamesHo15223489 Hi James. You can visit this Page to secure your account: https://t.co/NpDTr8hmxu. -KN'
1369,1123714530025119744,2019-05-01 22:23:16,"b""@iamyashbhai Hi there. If you can't reset your Facebook password because you can't access the phone number on the a\xe2\x80\xa6 https://t.co/ZQeX3GUlcc"""
1370,1123710872956882946,2019-05-01 22:08:44,"b""@emma24072484 Hi Emma. You can first try updating to the latest version of the app. If it's still not loading prope\xe2\x80\xa6 https://t.co/NjEME72d23"""
1371,1123710543175585792,2019-05-01 22:07:25,"b""@travisharger We're happy to hear that, Travis. Thanks for sharing! -KN"""
1372,1123693913628450822,2019-05-01 21:01:20,"b'Facebook Dating is now available in 19 countries \xf0\x9f\xa5\xb0 \xf0\x9f\xa5\xb0 \xf0\x9f\xa5\xb0  Read about our latest feature, Secret Crush, here: https://t.co/bWcqQK0ZzL'"
1373,1123667244561645568,2019-05-01 19:15:22,"b'RT @fbnewsroom: Day 2 of F8 2019: Advances in Computer Vision, Inclusive AI and Other Highlights https://t.co/TI3Lg4mxuw'"
1374,1123666099105665026,2019-05-01 19:10:49,"b""RT @oculus: When she didn't see the tools she needed to ensure that the AI powering Smart Camera on @PortalFacebook was inclusive, Lade set\xe2\x80\xa6"""
1375,1123665745785819143,2019-05-01 19:09:25,"b'RT @fb_engineering: At #F8 Day 2, we shared a new method for computer vision, new techniques for self-supervised learning, and a new framew\xe2\x80\xa6'"
1376,1123630586432819200,2019-05-01 16:49:42,"b""RT @fbplatform: We're back for Day 2 of #F82019! Tune in at 10AM PT on our Facebook Page to livestream the day 2 keynote: https://t.co/bkxV\xe2\x80\xa6"""
1377,1123358334864764928,2019-04-30 22:47:52,"b""@AnthonyJTropea Thanks for reaching out, Anthony. You can learn how to report an account that's pretending to be so\xe2\x80\xa6 https://t.co/6beQFwPJRS"""
1378,1123357686760910848,2019-04-30 22:45:18,"b""@JasonPWitten Hi there. Reports from people on Facebook help us identify and fix problems when something's not work\xe2\x80\xa6 https://t.co/6myOkKXAOl"""
1379,1123357507387371525,2019-04-30 22:44:35,b'@MyNalagirl Hi Debbie. We first recommend updating to the latest version of the app or using a different browser. I\xe2\x80\xa6 https://t.co/zn4FwjRe2I'
1380,1123356693038096385,2019-04-30 22:41:21,b'@Fel_Steve @_DammmyB_ @behappygang @lerin_OG @prinzgbemi @DeGentleman_ @Elushize @OlisaOsega @AlhajiJafar\xe2\x80\xa6 https://t.co/OOn7qzjyFb'
1381,1123356518944997376,2019-04-30 22:40:39,"b'@emccorkell Thanks for asking, Elizabeth! Please keep in mind that it can take several days for a new Page to start\xe2\x80\xa6 https://t.co/iETO6BncTX'"
1382,1123325277176848385,2019-04-30 20:36:31,"b""On mobile, we're rolling out Dark Mode first in Watch only, to help cut down on glare and put photos and videos in focus."""
1383,1123323023556251650,2019-04-30 20:27:33,b'RT @fbnewsroom: Day 1 of F8 2019: Building New Products and Features for a Privacy-Focused Social Platform https://t.co/9Tle3L62xL'
1384,1123322299418124289,2019-04-30 20:24:41,"b""Here's a closer look at FB5, including Dark Mode for web, coming soon. https://t.co/Z55iUOdekr"""
1385,1123320314862108672,2019-04-30 20:16:48,b'RT @instagram: News from #F8! Here are a few updates from @mosseri we\xe2\x80\x99re excited to roll out: https://t.co/0TsVqquYWo https://t.co/jhnvcZgT\xe2\x80\xa6'
1386,1123303247345745921,2019-04-30 19:08:58,"b'People will start seeing some of these updates in the Facebook app right away, and the new desktop site will come i\xe2\x80\xa6 https://t.co/p1T1zBipNI'"
1387,1123303244569227265,2019-04-30 19:08:58,"b'We just announced a fresh, new design for Facebook that makes communities as central as friends. FB5 is simpler, fa\xe2\x80\xa6 https://t.co/9EEWFfU26r'"
1388,1123303044974825475,2019-04-30 19:08:10,"b'RT @fbplatform: Meet the lighter, faster version of @Messenger, powering business everywhere with brand new capabilities to drive in-store\xe2\x80\xa6'"
1389,1123297536679268353,2019-04-30 18:46:17,"b""RT @WorkplacebyFB: We've just announced our brand new Workplace redesign at #F82019! Smarter sharing. Faster work. Closer connections: Disc\xe2\x80\xa6"""
1390,1123297336481013761,2019-04-30 18:45:29,"b'RT @oculus: #F8 news: We just announced the new Oculus for Business, an end-to-end suite designed to let Fortune 500s easily integrate virt\xe2\x80\xa6'"
1391,1123283255682371585,2019-04-30 17:49:32,b'RT @oculus: Game On: #OculusQuest and #RiftS Pre-Orders Are LIVE! Shipping Begins May 21 #QuestCountdown #OculusRiftS #F8 // https://t.co/Q\xe2\x80\xa6'
1392,1123281802536394753,2019-04-30 17:43:45,b'RT @messenger: Live from #F8! We just announced the ability to watch videos together in Messenger as well as an all-new Messenger Desktop A\xe2\x80\xa6'
1393,1123253525474103296,2019-04-30 15:51:24,b'RT @fbplatform: Our teams have been working around the clock to get #F82019 ready for you! Safe travels to those joining us in-person. You\xe2\x80\xa6'
1394,1122969772474474496,2019-04-29 21:03:52,"b""@JamieHawley Hi Jamie. You can first try updating to the latest version of the Pages Manager app. If it's still not\xe2\x80\xa6 https://t.co/EDhskJAKLs"""
1395,1122969611287322625,2019-04-29 21:03:13,"b'@KevinPerot Hi Kevin. Although you cannot delete a contact from Messenger, you can ignore a conversation so you won\xe2\x80\xa6 https://t.co/pgxB6FJuqn'"
1396,1122968901120405504,2019-04-29 21:00:24,b'@thecomplexboy Hi Ritik. Please fill out this form to report an unauthorized charge on your account: https://t.co/Iu0OCWppGq. -KN'
1397,1122968786699735040,2019-04-29 20:59:57,"b""@UnlikeDaffy Hi there. If you can't reset your password because you can't access the email or phone number on your\xe2\x80\xa6 https://t.co/y4ycmd1qdx"""
1398,1122968620559151104,2019-04-29 20:59:17,b'@Jayhutch137 Hi Jamie. We first recommend updating to the latest version of the app or using a different browser. I\xe2\x80\xa6 https://t.co/q5Ijl00DNo'
1399,1122968051224334337,2019-04-29 20:57:01,b'@xPrettyGANGSTER Hi there. Here are some things you can try to get back into your account so you can reset your pas\xe2\x80\xa6 https://t.co/6EbSlcYZ5C'
1400,1122967625150148609,2019-04-29 20:55:20,b'@dampson Hi Otunba. Please visit this Page to secure your account: https://t.co/R7LgCiXV50. -KN'
1401,1122967334719819776,2019-04-29 20:54:10,"b'@Cmaphilips Thanks for sharing, Courtney! -KN'"
1402,1122967203199037440,2019-04-29 20:53:39,"b""@AdvWomen Hi there. Learn how to hide or delete posts you've shared from your Page in our Help Center: https://t.co/voeTsXv1Id. -KN"""
1403,1122967036005617664,2019-04-29 20:52:59,b'@kathrynsfunblog Hi Kathryn. You can first try updating to the latest version of the app or using a different brows\xe2\x80\xa6 https://t.co/yqVqVC43qb'
1404,1121909815301873664,2019-04-26 22:51:58,b'@VairagePrakash Hi Prakash. Please visit this Page to secure your account: https://t.co/xNNVxMPwro. -KN'
1405,1121909653523320837,2019-04-26 22:51:20,"b'@CristianCapres1 Thanks for reaching out, Cristian! You can share your suggestion with the team through this form:\xe2\x80\xa6 https://t.co/eFUEofmnDt'"
1406,1121909497595932672,2019-04-26 22:50:42,"b""@elmaelmojanita Hi Elma. If you're having trouble logging into your Facebook account, here are some things you can\xe2\x80\xa6 https://t.co/3dIyi81kmH"""
1407,1121909399063277573,2019-04-26 22:50:19,"b""@Jordan71009 Hi Jordan. We first recommend updating to the newest version of the app. If you're still experiencing\xe2\x80\xa6 https://t.co/zD4ufHCTsl"""
1408,1121909213142425602,2019-04-26 22:49:35,"b'@Terrionag1 Thanks for reaching out, Chastity! To stop ignoring a conversation, go to your chats and accept the con\xe2\x80\xa6 https://t.co/PGen9IF1Mx'"
1409,1121907333280534528,2019-04-26 22:42:06,b'@hei_de_hi Thanks for sharing! -KN'
1410,1121907262086352897,2019-04-26 22:41:49,"b""@Unit06 Hi Randi. You can first try updating to the latest version of the app. If your News Feed still isn't loadin\xe2\x80\xa6 https://t.co/HDTWnoK0x5"""
1411,1121823713010184192,2019-04-26 17:09:50,b'You can also listen to their talk in this podcast episode: https://t.co/Oa1oC9RviB'
1412,1121812488364802049,2019-04-26 16:25:14,"b'For his yearly challenge, Mark Zuckerberg is hosting a series of discussions on the future of technology and societ\xe2\x80\xa6 https://t.co/IxiAiaz8iO'"
1413,1121542359370608641,2019-04-25 22:31:50,"b'@AGuyInATie Thanks for reaching out! To see and send pokes, visit your pokes Page here: https://t.co/MBVjffw7Yj. -KN'"
1414,1121541891479228416,2019-04-25 22:29:58,"b'@helwag Hi Helaine. If you think your account has been hacked, please visit this Page to secure it: https://t.co/Ft4Bf9dkXf. -KN'"
1415,1121541591368441856,2019-04-25 22:28:47,b'@CPTIME93 Hi there. You can learn how to edit or publish drafts for your Page here: https://t.co/OoSZ5mCSog. -KN'
1416,1121181925962604550,2019-04-24 22:39:36,"b""@narelleford Hi there. We first recommend updating to the newest version of the Pages Manager app. If it's still no\xe2\x80\xa6 https://t.co/gppfhI2Bwj"""
1417,1121181814876528641,2019-04-24 22:39:09,"b'@mkyb4u26 Hi Manoj. If you believe your account has been hacked, please secure it here: https://t.co/pTlyD3YsRJ. -KN'"
1418,1121180961478258689,2019-04-24 22:35:46,"b""@CelesteSRealtor We're happy to hear that, Celeste! Thanks for sharing. -KN"""
1419,1121094958557974528,2019-04-24 16:54:01,b'\xf0\x9f\x92\x99\xf0\x9f\x92\x99\xf0\x9f\x92\x99 https://t.co/0vZ1kvZR9A'
1420,1121078283561361408,2019-04-24 15:47:46,b'New podcast alert \xf0\x9f\x93\xa2 This year Mark Zuckerberg is hosting discussions on the future of tech and society. Listen alon\xe2\x80\xa6 https://t.co/MDLelqW3IK'
1421,1120830377885491202,2019-04-23 23:22:40,"b'Sharing an important op-ed from Maya Perkins, who works on housing initiatives and policy at Facebook. https://t.co/98WRNAZdiL'"
1422,1120802121983635456,2019-04-23 21:30:24,b'@Sas148 Hi there. You can first try updating to the latest version of the app or using a different browser. If post\xe2\x80\xa6 https://t.co/Msn0rDfngK'
1423,1120801854907142144,2019-04-23 21:29:20,"b'@littles_roy Hi Roy. If you think your account has been hacked or taken over by someone else, we can help you secur\xe2\x80\xa6 https://t.co/6JJkSoZNnQ'"
1424,1120801572273958915,2019-04-23 21:28:12,b'@CaptainCreps Hi there. You can reach out to the Facebook Business Page regarding your Page here: https://t.co/wdd1vbtv0f. -KN'
1425,1120801447761854465,2019-04-23 21:27:43,"b""@its_a_parTAY Hi Tayler. Please fill out this form to report that you're receiving Facebook emails for an account t\xe2\x80\xa6 https://t.co/vSWvuCuLxl"""
1426,1120801102612578306,2019-04-23 21:26:20,b'@fangang35 Hi there. Please visit this Page to secure your account: https://t.co/DQTSm1Sthq. -KN'
1427,1120800506509709312,2019-04-23 21:23:58,b'@LukeCarijuana Hi Tyrone. You can fill out this form to report unauthorized charges on your account: https://t.co/ZynbVv9bDS. -KN'
1428,1120800343879823362,2019-04-23 21:23:20,b'@KatieMarie_90x Hi Katie. We first recommend updating to the latest version of the app or using a different browser\xe2\x80\xa6 https://t.co/S9QyBoqEQd'
1429,1120486204963684352,2019-04-23 00:35:03,b'We just announced six new solar projects that will support our data centers in Virginia and North Carolina. These n\xe2\x80\xa6 https://t.co/zhRGvT6uDQ'
